Clean_Text;Label
sesuai ppkm natal;positif
astagfirullah ppkm dilaksanain hmpir indo rakyat reak kare;netral
omgg undur ppkm peluk jauhh okayy being sad;positif
pemkot palangka raya lanjut ppkm level desember;positif
sejarah singkat dunia psbb bangkrut beli saham ganti nama ppkm ppkm masuk investor nama ppkm nataru;netral
ppkm level batal pemkot tangsel tinjau atur;positif
mikir gaada libur jalan jalan ppkm stress;negatif
repairable kabel data charger usb type fast charging iphone oppo cek;netral
batal ppkm level nasional potensi picu mobilitas nataru;negatif
waw lengkap instruksi baru mendagri ganti ppkm level natal gereja mall;positif
sesuai ppkm natal keluar mendagri;netral
catat atur jalan nataru ppkm level batal;netral
gampang urus cuti kerja karaoke kue ulang bulan ppkm training;positif
ppkm nataru batal komisi ix pdip waspada gelombang pimpin daerah panglima kendali;positif
ppkm level batal dprd sumatera utara perintah plin plan;netral
ruf sekat khawatir dampak roda ekonomi;positif
kabar jombang ppkm level batal terap jombang laku ketat;positif
perintah kota surakarta terap atur kait mudik susul laku batas keg;positif
timbang indo batalin ppkm level nataru;positif
ppkm level;netral
sesuai ppkm natal tuang instruksi mendagri;positif
perintah batal ppkm level nataru syarat jalan daerah;positif
ppkm level batal jalan utama kota klaten tutup jam malam lengkap;positif
oooohhhhh ppkm level batal wakil presiden perintah sekat akibat mobilitas;positif
ppkm level nataru batal upaya penuh target pad wisata gunungkidul nilai berat;negatif
sesuai ppkm natal;netral
live now perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm level;positif
disetting mondar mandir nyata klarifikasi konpers;negatif
bilang nikah kemarin undang monmaap salah;netral
kabid humas polda jabar tabur baik polisi kodim cimahi beras sepeda;positif
ppkm level batal jelas kepala dinas didik palangka raya;positif
ppkm level batal jelas kepala dinas didik palangka raya;positif
beritasampit ppkm level batal jelas kepala dinas didik palangka raya;positif
kabid humas polda jabar polisi gerebeg pasar kadipaten gelar vaksinasi masa ppkm;negatif
ppkm level nataru batal wali kota kendari;positif
perintah batal ppkm level nataru syarat jalan daerah;positif
doa mohon rezeki amiin geis sophia latjuba rumin makassar ppkm boikotjne;positif
ppkm level nataru batal upaya penuh target pad wisata gunungkidul nilai berat;positif
abis tumpuk berita ppkm jawa bal vaksin bayar natal kalem;negatif
lengah vaksinasi kunci tito buka rapa;netral
post bantu warga dampak ppkm walikota makassar siap bantu sembako has been published on;positif
laku jalan wajib vaksin rapid test antigen jam;positif
batal patuh;negatif
siang sesuai tetap ppkm level jakarta layan transjakarta korid;positif
laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks;positif
drama ppkm efek domino mayan refund cancel smp abis juta acara booking venue pabeulit;negatif
resep pergi kondisi darurat stop mandatori vaksin cov hidup normal;positif
laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks;positif
lengah vaksinasi kunci tito buka rapa;netral
laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks;positif
perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm le;positif
laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks;positif
keset kamar mandi keset kaki super serap anti air original batu diatomite by weis rprb klik;netral
ppkm level nataru batal terap dprd diy prokes ketat;positif
dukung program ppkm vaksinasi;positif
rahmad handoyo imbau ppkm level nataru pek;positif
rahmad handoyo imbau ppkm level nataru pek;positif
kukar personel polres kukar bersam tim gabung giat ppkm level laksana;positif
jenis vaxin kopet suruh nyuntikin tubuh kawan kebal;positif
undi simpedes virtual dukung ppkm darurat;positif
samsul arif kepala desa pulau telo dukung bijak perintah laksana vaksanaan vaksinasi ppkm;positif
atur susul batal ppkm level rencana terap libur;positif
teknisi ppkm;netral
post rakor ppkm indonesia mendagri tito puji pemkot makassar baik tracing sehat warga has;positif
masyarakat kurang mobilitas jelang nataru perintah bijak terap ppkm level;negatif
perintah putus ubah skema ppkm level periode libur natal;positif
dukung ppkm polsek bunut tni laku operasi yustisi;positif
menit perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm;positif
perintah putus ubah skema ppkm level periode libur natal;positif
dukung ppkm polsek bunut tni laku operasi yustisi;positif
perintah putus ubah skema ppkm level periode libur natal;positif
rekomendasi snack cemilan murah ppkm thread;netral
perintah putus ubah skema ppkm level periode libur natal;positif
perintah putus ubah skema ppkm level periode libur natal;positif
ppkm level batal;netral
niat ppkm puasa lebaran ppkm level gosah nanggung;positif
ppkm level batal waspada;negatif
wisata banyuwangi buka libur nataru atur unjung batas maksimal persen tota;positif
unit sabhara polsek bantul laksana giat patroli dialogis himbauan ppkm sambang pes;positif
libur sekolah semester ganjil tiada kemarin masuk libur ppkm;positif
sinis fleksibel puji kaku sinis;negatif
kabid humas polda jabar bosan polisi subang bansos sembako masyarakat massa ppkm;positif
nataru besok ppkm omicron takut elebep sia;negatif
sekat ppkm darurat jalur alternatif jepara rusak;negatif
rapat makji jaga jarak ppkm;positif
ppkm jey;netral
kunci motor nyelip ppkm makan shopeefood njajan shopeefood;positif
pandang alam impi ppkm pada muter rumah;positif
bawa agama meru ppkm bawa agama rasional malu islam sebe;positif
rakor ppkm vaksinasi pangdam ix udayana hadir vidcon panglima tni;positif
longgar ppkm level batal sri sultan masyarakat sadar terap prokes ket;positif
ppkm;netral
jam perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm lev;positif
survei kemenhub batal ppkm level juta pergi nataru;positif
ppkm nataru batal atur jalan musim libur;positif
saudara saudara ppkm indonesia agama tagar;positif
ppkm level batal jalan utama kota klaten tutup jam malam lengkap;positif
luhut batal ppkm level anies jalan;positif
permisi kakak kakak tugas butuh responden sedia ngisi penuh;positif
ppkmhanyauntukmuslim ppkmhanyauntukmuslim;positif
hilang dampak ppkm vaksinasi mutasi omicron;negatif
perintah luhut binsar panjaitan menko marves umum batal terap ppkm level periode natal tah;positif
mohon maaf ppkm terima tamu bisa nerima jiakh;positif
legislator pdi juang masyarakat lengah ppkm level nataru batal pdiperjuangan solidberger;positif
ngegoreng ppkm diadain islam ajaa;positif
subhanallah miris hapus rakyat ekonomi jatuh akibat ppkm darurat level turun sesuai;negatif
jual netflix premium netflix hari garansi full pakai jualnetflix netflixpremium netflix;netral
jual netflix premium netflix hari garansi full pakai jualnetflix netflixpremium;netral
ppkm vaksinasi cegah omicron indonesiasehatindonesiahebat bersatulawancovid negeripulihdenganvaksin;positif
ppkm darurat celaka kudus sebab;negatif
batal laku batas giat masyarakat ppkm level periode natal nataru;positif
level sekat kurang;negatif
atur baru nataru ganti ppkm level kait wisata mall gereja;positif
sekat jelang natal menhub ganti ppkm level koranjakarta nasional;positif
atur lengkap nataru ganti ppkm level kait wisata mall gereja;positif
ramadhan pengenx ppkm;positif
kam larang kowi ppkm anak paham;negatif
wujud kondusifitas wilayah jumat desember anggota koramil kalijambe melaks;positif
bijak laku batas giat masyarakat ppkm level laku jakarta nara;positif
giat ppkm level babinsa kodim gianyar pantau laksana posyandu;positif
nyimak thread from this this rumah akibat ppkm;positif
jogja ppkm;netral
tutup ppkm;negatif
suksekan ppkm dukung program vaksinasi;positif
kukar jajar polres kuta kartanegara bagi bantu sosial bansos beras masyarakat yan;positif
kukar personel polres kukar bersam tim gabung giat ppkm level laksana giat terap sip;positif
babinsa koramil padang timur laksana giat ppkm skala mikro pasar simpang haru menghimbau masyar;positif
dukung program perintah cegah sebar taat ppkm vaksin;positif
ppkm ganti sekolah libur gila anak anak butuh refreshing dar goler;negatif
jaga prokes tertib ppkm;positif
ready jual netflix premium info dm whatsapp http;netral
ready jual netflix premium info dm whatsapp;netral
allah kesana rakyat susah ulah ppkm ditenga;negatif
agustus makji kerja kena dampak ppkm;positif
artikel wacana bijak ppkm level nataru dampak laku umkm indonesia;positif
vandemi ppkm muslim gel imprastruktur bunuh ekonomi azas manfaat;negatif
ppkm level kkryd edukasi himbauan prokes wilayah camat tembalang kota semarang kamis;positif
bekas batal ppkm level sambut otobus;positif
artikel wacana bijak ppkm level nataru dampak laku umkm;positif
instruksi mendagri baru ganti ppkm level natal imendagri;positif
dispensasi ppkm kemarin;netral
iyaa baru lucu ppkm batal indonesia kat;netral
bismillah selesai acara ilc malam desember omicron ppkm lupa saksi besok jumat;positif
karanganyar desember serma firman anggota koramil tawangmangu laksana patroli tega;positif
karanganyar desember serma firman anggota koramil tawangmangu laksana patroli tega;positif
karanganyar desember serma firman anggota koramil tawangmangu laksana patroli tega;positif
karanganyar desember serma firman anggota koramil tawangmangu laksana patroli tega;positif
batal ppkm level nasional potensi picu mobilitas nataru;negatif
pasuruaninfo perintah batal terap atur laku batas giat masyarakat ppkm level;positif
karanganyar desember serma firman anggota koramil tawangmangu laksana patroli tega;positif
jam perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm level lant;positif
kapolsek diri kota laksana kunjung kece kesiap posko ppkm mikro mampir rangka;positif
tugas pp kabupaten grobogan patroli awas ppkm level protkes kendali wilayah kabupaten;positif
konon rakyat indo kebal habis dansa bule gelombang ketat;netral
ppkm level babinsa kodim gianyar pantau laksana posyandu;positif
alhamdulillah ppkm level batal sektor saham katalis positif jalan;positif
ppkm muslim pulang kampung mobil aura muslim kristen;positif
bawa agama meru ppkm bawa agama rasional malu isl;positif
atur ganti ppkm level nataru terbit followlinetoday;positif
ppkm ppkm makan batu kayu;netral
mendagri terbit atur ganti ppkm level nataru klik baca;positif
ppkm level libur natal umum menko pmk muhadjir effendy batal menko marinvest;positif
ti juli semenjak aya ppkm nepika ayena desember acan keneh gass keun lahh ay;positif
jam perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm lev;positif
rencana perintah pusat laku ppkm level seluruh wilayah indonesia libur natal;positif
ppkmhanyauntukmuslim ppkm laku ramdhan syawal;positif
nunggu pasti ppkm level bioskop gamau ambil resiko;positif
lewat banget anjir guru susah acara kumpul kumpul;negatif
anggota koramil polut kodim takalar laksana giat operasi kogasgabpad ppkm skala mikro dal;positif
point bilang ppkm batal vurus;netral
ppkm ganti judul;netral
mohon zaman ppkm juli ags kemarin meeting;positif
atur lengkap nataru ganti ppkm level kait wisata mall gereja;positif
dengar tayang tanggal ngab ngindarin kerumun ppkm;positif
ppkm kasih level boncabe;netral
jalan jadilebihbaik ppkm;netral
karanganyar desember serka purwanto anggota koramil tasikmadu laksana patroli ppkm level;positif
situbondo bosan bosan anggota kodim situbondo gelar apel patroli malam ppkm level wilayah;positif
karanganyar desember serka purwanto anggota koramil tasikmadu laksana patroli ppkm level;positif
karanganyar desember serka purwanto anggota koramil tasikmadu laksana patroli ppkm level;positif
perintah nataru ppkm serentak level kadrun buat susah rakyat perintah serentak ketat case;positif
karanganyar desember serka purwanto anggota koramil tasikmadu laksana patroli ppkm level;positif
libur ppkm should visit;netral
giat patroli kryd ppkm mikro lantas res nagekeo jalan soeharto tepat kantor bri unit mbay kabupaten;positif
laksana bagi masker gratis masyarakat putar bunderan suci rangka ppkm level;positif
komen idul fitri ppkm natal komen;netral
ppkm kawan sadar;netral
ready jual netflix premium info dm whatsapp;netral
ready jual netflix premium info dm whatsapp;netral
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
disiplin prokes langgar pakai masker bagi masker ppkm level ii laksana person;negatif
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm level;netral
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif
ppkm ku datengi perintah;netral
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif
atur lengkap libur nataru ppkm level batal;netral
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif
arah panglima tni terima kasih dukung kerja aparat teritorial tni;netral
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif
rumpun saintek teknik sehat ppkm level interview offline;positif
update surabaya desember saran pakar ppkm nataru;positif
ppkmhanyauntukmuslim kaum kafir munafik laku ppkm bebas ketat lihat;positif
tar ppkm puasa;netral
auto ppkm;netral
lonjak puasa solat iddul fitri larang alas darur;netral
giat himbauan satgas kryd ppkm polresta pontianak kota cafe toko sekitar jalan sohor pont;positif
ppkm level batal polri pos check point jalan;positif
ppkm tolol kumpul kumpul mulu jenguk satu gada kerumun;negatif
gara gara ungkap bisnis pcr opung lbp batal atur ppkm nataru ppkmhanyauntukmuslim;negatif
pesan sultan kait batal laku ppkm level libur natal;positif
salah agens treasure kerja tinggal;netral
bina satpam pt jump pagaden rangka ppkm level kabupaten subang;positif
ppkm;netral
karanganyar desember serka zalmin serta babinsa koramil colomadu tugas pp;positif
lengah vaksinasi kunci tito buka rapa;positif
karanganyar desember serka zalmin serta babinsa koramil colomadu tugas pp;positif
polsek kurun tim pos ppkm skala mikro;positif
bikin ppkm bilang buat susah rakyat ppkm dibatalin bilang ppkmhanyauntukmuslim sial;negatif
ken ppkm paksa stay tongkrong;netral
atur lengkap libur nataru ppkm level batal;positif
bioacne treatment rutin embel embel ppkm;netral
bhabinkamtibmas desa jatisarono polsek nanggulan binluh ppkm level;positif
camat status zona hijau kota balikpapan status ppkm level tribun kaltim;positif
karanganyar desember serka iskandar serta babinsa koramil colomadu tugas pp;positif
atur laku ganti ppkm level periode nataru yuk simak;positif
karanganyar desember serka iskandar serta babinsa koramil colomadu tugas pp;positif
karanganyar desember serka iskandar serta babinsa koramil colomadu tugas pp;positif
sa tweet hrjwau ppkm;netral
ambil hikmah batal ppkm level tuju tingkat ekonomi msyrkat endonesia;positif
jogja ppkm;netral
ambil hikmah batal ppkm level tuju tingkat ekonomi masyrakat indonesia;positif
bhabinkamtibmas jatisarono polsek nanggulan binluh ppkm level;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyarkat endonesia;positif
seng dikarepi ppkm ketat;netral
ambil hikmah batal ppkm level tuju tingkat ekonomi masarakat indonesia;positif
cuti serah sakit ppkm stock obat vitamin full kasih laptop handphone;positif
babinsa koramil rupat pimpin pelda edeng koswara tim satgas laksana tega disiplin;positif
ambil hikmah batal ppkm level tuju uttk tingkat ekonomi madyarakat endonesia;positif
ambil hikmah batal ppkm level tuju ntuk tingkat ekonomi msyrkt indonesia;positif
gilir lebaran ppkm langsung level;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyrkt endonesia;netral
ppkm level natal batal alas;netral
yeonjun karina ppkm muslim;netral
dahlan iskan sinis fleksibel puji kaku;netral
ambil hikmah batal ppkm level tuju tingkat ekonomi masyrkat indonesia;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyarakt endonesia;positif
ppkm level batal teus libur natal;positif
prasangka perintah terap ppkm idul fitri adha skp diam;positif
personil lantas polres sibolga laksana giat ppkm mikro himbauan protokol sehat;positif
biasa rezim obat cegah alas pinjam;netral
masuk ppkm level aktivitas sekolah wisata mesuji jalan;positif
personil lantas polres sibolga laksana giat ppkm mikro himbauan protokol sehat;positif
laku terap ppkm raya nataru moga lanjut laku bangun rumah ibadah;positif
personil lantas polres sibolga laksana giat ppkm mikro himbauan protokol sehat;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyarkat endonesia;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masarakat indonesia;positif
ambil hikmah batal ppkm level tuju uttk tingkat ekonomi madyarakat endonesia;positif
ppkm pasang renket renjes jaga hati rumah;positif
ambil hikmah batal ppkm level tuju ntuk tingkat ekonomi msyrkt indonesia;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyrkt endonesia;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyrkat indonesia;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyarakt endonesia;positif
ganti judul teliti kp takut ppkm ganti judul maret;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyarakat indonesia;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyaralkat endonesia;positif
informasi krl layan wilayah status ppkm beda beda;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyarakat indonesia;positif
ppkm level nasional sedia terap libur natal nataru batal digan;positif
ppkm longgar atur log sosial media instagram wajib upload;positif
ppkm wewenang jam malam youtube indonesia lawyers club subscribe;positif
ambil hikmah batal ppkm level tuju ntuk tingkat ekonomi msyrkt indonesia;positif
jam perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm level lant;positif
wakil gubernur kalteng ikut rakor kesiap terap ppkm nataru mendagri setdakalteng;positif
batal ppkm level nasional potensi picu mobilitas nataru;negatif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyrkat indonesia;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyarakat indonesia;positif
ambil hikmah batal ppkm level tuju tingkat ekonomi masyaralkat endonesia;positif
bayi ppkm level;netral
ppkm nataru batal komisi ix pdip waspada gelombang pimpin daerah panglima kendali;positif
ppkm pilih wfh kantor libur wanita bulan pms jam kerja fleksib;positif
ppkm level terap libur nataru batal terap alas;positif
ppkm level batal wisata banyuwangi buka nataru pesta kembang api larang;positif
perintah luhut binsar panjaitan menko marves umum batal terap ppkm level periode;positif
ppkm level iii sadar masyarakat;netral
ppkm level nataru batal himpun hotel sambut;positif
ppkm level batal prediksi juta mobilitas beritajogja jogja;positif
jam perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm lev;positif
jelas siti fadilah omicron variant mutasi spike protein;positif
tagar narasi maksud ppkm bilang dibatalin bilang adil;positif
perintah pbsi perintah larang;netral
ppkm vaksinasi cegah omicron vaks ncovid vaks nmoderna covi;positif
reisa abar kembang baru ppkm bas level vaksinasi kini;positif
siar pers ppkm juru bicara perintah tangan duta adaptasi biasa reisa brot;positif
pemkab laku larang pentas seni objek wisata kudus libur nataru ppkm level;negatif
kadang suka bingung ppkm batal tagar nyeleneh gilir kasih ppkm bilang sengsara;positif
kabupaten kota sebar provinsi ntb ntt malu malu utara papua papua barat kabu;positif
status ppkm kabupaten kota provinsi nusa tenggara malu papua acu instr;positif
perintah panjang ppkm jawa bal desember putus sampa;positif
status ppkm nataru umum anies keluar kepgub riza sabar;positif
hayo kena hukum suruh push up teman pakai masker taat prokes karn;positif
ngambil rapot uji selesai gaada libur daring ppkm luring;positif
ppkm sana;netral
wakil presiden ruf amin alas ppkm level batal natal;positif
cegah tingkat babinsa manah laksana giat ppkm tangan pasar depok;positif
ppkm sway hariandisway dahlaniskan disway;netral
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm dibatalin boekh cuti;netral
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm terap hujat habis habis terap ppkm hujat dalih;negatif
ras banget kristen ppkm anjing gausa bawa tagar ngerusak harga bangga;negatif
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif
ppkm kena golong jalan enak ganti;netral
nataru non ppkm ppkmhanyauntukmuslim;netral
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif
ppkm koler bejalanan spend swab dobel keluar;positif
cirebon influencer kesehatna tirta mandira hudi sorot kait batal ppkm level ganti;netral
tagar kaya ppkmhanyauntukmuslim tolol banget sumpah ppkm warga hobi;negatif
ade ufi hilang bosan ppkm yuk intip blog mbak menghi;netral
perintah kota pemkot kendari sulawesi tenggara sultra panjang laku batas keg;netral
perintah kota pemkot kendari sulawesi tenggara sultra panjang laku batas keg;netral
niat cianjur ppkm;netral
ops yustisi rangka laku batas giat masyarakat ppkm level wilayah polsek tugu;positif
ppkm level batal;netral
tertib giat masyarakat rangka terap ppkm level wilayah kabupaten jembrana;positif
tolol status ppkm fikir ppkmnya jual agama muak agama;negatif
itu wacana ppkm;netral
nobarlah studio epicentrum kapasitas seat kapasitas ppkm seat sama;netral
kamis tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka pene;positif
jere wis tahap normal ppkm indonesia esih ono maning ora melas sing podo rantau neng kota wis;positif
ppkm level batal bus akap banjir order jelang libur;netral
ppkm level libur nataru batal wisata magelang sambut unjung;positif
juta potensi pergi imbas batal ppkm level baca lengkap;positif
ngapain nerapin ppkm virus pulang kampung wuhan rayain nataru jelang ramadhan idul fitri;negatif
samping ppkm evaluasi baik jalur tanam pohon kakak;netral
ppkm;netral
ops yustisi himbauan laksana ppkm level pasart wilayah camat padas;positif
jakarta ppkm perintah suka lawak;negatif
tangan kendali polri optimal posko posko ppkm tingkat desa jam;positif
direktur jenderal bina administrasi wilayah safrizal larang cuti laku sa;positif
ppkm level nataru tiada atur ganti mendagri;positif
ppkm;netral
perintah ketat arus laku jalan negeri kerja migran indonesia;positif
tagar ppkm hanyauntukmuslim tuju pecah belah umat muslim fakta muslim;negatif
ops yustisi himbauan laksana ppkm level pasart wilayah camat padas;positif
perintah ketat arus laku jalan negeri kerja migran indonesia;positif
sales vaksin kerja promo ppkm sesuai selera;positif
ppkm tanggal pulkam anjir;netral
full omicron ancam ppkm level batal sisi;negatif
neng ppkm batal muncul ppkmhanyauntukmuslim karepe yooo;negatif
cek bio jalan bintaro raya tanah kusir jakarta selatan ppkm prokes bakteri jamur sanitizer;netral
kamis tanggal personil polsek tanjung beringin laksana giat sekat ppkm mikro pos;positif
barunan ppkm;netral
luhut perintah terap ppkm nataru wilayah;positif
patroli dialogis polsek banjarharjo koramil sambang posko ppkm mikro desa cikakak camat banjarharjo;positif
adek anak santren libur semester ganjil rumah conv;netral
giat ppkm kawasan tertib protokol sehat jalan padat karya kota prabumulih jumat desember;positif
pantesan upaya halang reuni paham kuat nyata;netral
kamis tanggal personil polsek tanjung beringin laksana giat ppkm mikro pasar tradisio;positif
pakai kaos masalah start up banyak boomer cuti gampang approve;netral
giat ppkm kawasan tertib protokol sehat jalan padat karya kota prabumulih jumat desember;positif
pantesan ppkm;netral
nasib libur sekolah ppkm level batal;positif
nataru non ppkm ppkmhanyauntukmuslim;positif
naekin tagar ppkm muslim liat banget pola main campur aduk;positif
tinhkatkan posko ppkm tingkat desa rw;positif
kamis tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka pene;positif
tau menkes mak pilih ppkm;netral
batal ppkm level desember tablig akbar;positif
polri optimal posko ppkm;positif
ppkm kerja;netral
untung warga jakarta gubernur laku ppkm level jakarta jelang libur natar;positif
semangat banget nataru ppkm level minggu ppkm nataru batal beda lebaran sejuk ay;positif
perintah hilang tradisi mudik vaksin ppkm ppkm feses ppkmhanyauntukmuslim;negatif
unit sabhara polsek bantul laksana giat patroli dialogis himbauan ppkm sambang pes;negatif
mei ppkm level cegatin barikade pasangin portal bangke klean ppkmhanyauntukmuslim;negatif
tau menkes mak pilih ppkm sekar;netral
kamis tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka pene;positif
yaudah nataru ppkm mayoritas libur;positif
ekonomi hancur phk masal investor bawa bahan baku tenaga kerja;negatif
kamis tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka pene;positif
ppkm kaga balas minggu ptm abis uji pakai sesi pancing kerumun astaga lelah banget;negatif
direktur jenderal bina administrasi wilayah safrizal larang cuti laku sa;positif
harap tingkat yogyakarta libur nataru publisherstory;positif
gajadi ppkm yea;netral
pesan sultan kait batal laku ppkm level libur natal;positif
ppkmhanyauntukmuslim ppkmhanyauntukmuslim;positif
pemkot malang tunggu arah perintah pusat atur khusus nataru;positif
perintah menko marves luhut binsar pandjaitan batal bijak terap ppkm level;positif
omicron masuk jelang mudik idul ppkm level ppkmhanyauntukmuslim;negatif
perintah lanjut laku batas giat masyarakat ppkm jawa bal;positif
muslim ppkm ppkmhanyauntukmuslim;positif
inimagelangku libur nataru besok ppkm level ppkm nataru;positif
diam karantina sesuai surat edar protokol sehat perjal;positif
ppkm vaksin cegah omicron gengs vaks ncovid vaks nmoderna covi;positif
terang pers menko ekonomi rapat batas evaluasi laku batas giat;positif
ppkm kenal cakap nyaman hilang;netral
acan insya allah pulang libur cenah ppkm dibatalkeun alhamdulillah akhirna pulang;positif
suruh batal ppkm;netral
nataru sekat konsisten kondisi daerah ppkm;positif
ppkm level batal maskapai optimistis momentum baik kerja;positif
syarat pesawat garuda lion air wilayah ppkm jelang natal tribun kaltim;positif
camat status zona hijau kota balikpapan status ppkm level tribun kaltim;positif
ppkm longgar tumpang garuda indonesia september databoks databoks;positif
perintah ppkm lvl jan wilayah netizen sengsara rakyat perintah ppkm lvl bata;negatif
kampanye selamat patuh prokes bagi masker guna jalan jalan mt haryono dal;positif
giat ppkm mikro satlantas polres oku selatan;positif
tulis ppkm level tulis tuju perintah manfaat untu;positif
inti tulis halang jalan perintah atauran ppkm perintah;positif
kampanye selamat patuh prokes bagi masker guna jalan jalan mt haryono dal;positif
kampanye selamat patuh prokes bagi masker guna jalan jalan mt haryono dal;positif
ppkm panjang ajo mati kiamat ganti presiden;negatif
ppkm level pemko pekanbaru wajib unjung mall vaksin;positif
gagal pamer gara ppkm madrid gagal ppkm pusat dihilangin bangsatte bada baahh;negatif
perintah batal ppkm level nataru;positif
nataru sekat konsisten kondisi daerah ppkm;positif
ppkm protes susahin rakyat apa rumah sakit penuh susah ppkm ppkmhanyauntukmuslim padal;negatif
kamis desember tim kejar kota madiun wakil surya hartarto sh tri hartono endarko tim satgas;netral
temu klaster hotel nataru jalan;netral
sama sekolah atur masuk sekolah nataru perintah rubah atur ppkm muncul dinas;positif
batal ppkm muncul disdik poin tanggal giat ajar ajar satu;positif
dasar hasil survei kemenhub potensi juta jalan mobilitas musim libur nataru;positif
lucu perintah saat umat muslim besar idul fitri idul adha ratu;netral
vaksin ppkm puskemas papua barat kalah miskin laku stopmandatoryvaksin;negatif
personil polsek srandakan pimpin panit samapta aiptu kusfajar sh laksana giat kryd ppkm level antisipasi;positif
nasib libur sekolah ppkm level batal;netral
suka nonton ppkm;netral
babinsa patih wetan gencar himbauan prokes bagi masker masa ppkm tniad;positif
kamis bhabinkamtibmas lowokwaru laksana sambang warga kampung tangguh meru lurah lowokwaru;positif
nnt idul fitri sklian ppkm;netral
giat satgas gempur camat pantai cermin sekat terap ppkm level ops yustisi pence;positif
egk kaum rahayu egk bani ngapain bani framing tentu ppkm;netral
wisata banyuwangi buka libur nataru atur unjung batas maksimal persen;positif
dokter smart bahaya omnicron teliti bahaya;positif
nonton nwh tanggal tanggal molor takut libur ppkm;netral
cuti gaisok nandi ppkm natura;netral
babinsa kel jayeng laksana giat ppkm level gedung fatimah tniad;positif
ppkm level batal mall buka malam mall pusatperbelanjaan ppkmlevel;positif
temu klaster hotel nataru;netral
mendagri tito karnavian resmi batal ppkm level libur ppkmlevel;positif
moga tabrak kenek ppkm feses anjeng;negatif
ppkm nataru diilangin respon pola fikir mundur iq ikut mundur;negatif
pacar teman ngepost gilir putus teman pacar ppkm;negatif
ppkmhanyauntukmuslim kadrun kemarin diterapin ppkm pda ngamuk demo bilang mutusin rejeki mnta ppkm ila;negatif
ppkmhanyauntukmuslim umum ppkm perintah virus hilang;negatif
ppkm kasih level bon cabai level;netral
kek team indonesia takut ppkm level cabut mundur cedera;negatif
disamaratakan gais komennya kadang buka gadget cari topik kadang search google topik ngobrol saa;netral
